tourist_destination,review_post
Tam-awan Village,I came here with no expectations but I really enjoyed the place.   There will be a bit of walking involved so make sure you wear the right shoes especially if you want to explore the place. Take your time in each kubo to appreciate the artworks.
Tam-awan Village,"I hope their food has more taste than their coffee, which was about 50% strength. Otherwise, charming atmosphere to relax after hiking the hills."
Tam-awan Village,Peaceful… arts and nature
Tam-awan Village,"Tam awan village a bit far from the city center, you need to pay an entrance fee of 50 and you need a strong knees to climb up the big stones stairs, their gallery is nice, we did not stay long its hard to go up hahahaha not suitable for  very old people."
Tam-awan Village,"This place is for people who appreciate and respect ""art, culture and tradition"" of the Cordilleras. One must wear appropriate footwear in order to be able to ""hike"" the trails."
Tam-awan Village,Symbolizes traditional Ifugao culture
Tam-awan Village,"It's a very good place to have a look of the rich Cordilleran culture. Just bring a good rubber shoes, it's a slippery slope during rainy days and in the morning."
Tam-awan Village,The best part of the experience was watching a performance of mountain tribal dances
Tam-awan Village,"we loved Tam awan the first time we visited in 2014, but we were utterly disappointed when we went back last march 2018, they weren't able to maintain it's beauty especially the view deck 2, and the fact that they collect entrance fee per head but still weren't able to maintain it just adds to our disappointment"
Tam-awan Village,Great place to feel the culture of the Northern Province.
Tam-awan Village,"Theres payment for comfort room, 5 pesos. Not that clean and theres no tissue. Very slippery when climbing up. Theres not that much too see except houses from a high point of view."
Tam-awan Village,Not much to see. The village l visited a decade ago seems much better. It seem it was relocated. Nothing to see but small museum and a few hike. Entrance fee is not worth it.
Tam-awan Village,"Eight traditional Ifugao homes and two rare Kalinga huts were taken apart and then reassembled on the side of a hill at the artist colony Tram-awan Village. Spending the night in one of these huts is a rare treat. You can participate in art workshops, learn dream-catcher making, and see indigenous music and dance demonstrations. On clear days there are wonderful views of the South China Sea. To get there, take a Quezon Hill-Tam-awan or Tam-awan-Long-Long jeepney from the corner of Kayang and Shagem Sts."
Tam-awan Village,It's more on arts and culture
Tam-awan Village,It's good to see the place and to request for a tour guide.They are open to accommodate tourists over night in their huts.
Tam-awan Village,overlooking and feel the fog on top of th viewdeck
Tam-awan Village,...miss the place. brief but worth it.
Tam-awan Village,Good walking shoes required. Have a picture of you and someone on your phone. A nice lady will sketch it and she does a nice job
Tam-awan Village,"Tam-awan. Vantage Point. Overlooking. This is a nic place where you get to catch a glimpse of the rich culture and tradition of Benguet. The artworks are so pleasing to the eyes and heart. Busog na yung eyes mo, nakapag-exercise ka pa as you roam around elevated spots. I think it would be better if may tourist guide kayo na idedeploy per batch, para mas ma-explain yung ibang spots and hindi ma-out of track. That's it!"
Tam-awan Village,"Best time to go there is during sunny season (if you wish to hike uphill),  the pathways are slippery during wet season (take extra care and watch your steps when walking)."
Tam-awan Village,A place of modern and traditional culture
Tam-awan Village,"Better not to include this place in your  tour, because its far from other spots and nothing to see here, only huts.And there is an entrance fee plus its not good for elders."
Tam-awan Village,The place and art exhibits are fascinating. It wad just raining when I visited so we were not able to roam outdoor trails.
Tam-awan Village,We went hear when it was raining so hard! I say that it gave an eerie feel which made me feel more appreciative for nature. The place is good.
Tam-awan Village,🙂 I cant say anything much
Tam-awan Village,"OJTs as tourist guide r well trained and very pleasant, too. Learned quite a lot about d igorots' culture. The pasalubong items r quite pricey compared to other areas...."
Tam-awan Village,They showcase the traditiona and cultures of the different tribes in Cordillera.
Tam-awan Village,60 entrance fee for adult not worth it.
Tam-awan Village,Nice place to visit. Local youngsters the original indigenous dances on Saturday. Expected village of a bigger size though.
Tam-awan Village,The best place to stay in Baguio. You'll sleep to an Ifugao hut and wake up to a cold foggy morning. Then eat your breakfast with a great view of the neighborhood below.
Tam-awan Village,A place where you can learn as it showcase local heritage.
Tam-awan Village,"The artists haven in the sky. Known for its authentic Cordillerian huts and its internationally renown artists. Tam-Awan Village has art galleries, a restaurant that serves native dishes, and the native huts can be rented for the night or a week stay. Some notable artists you might encounter in the Village are John Frank Sabado, Art Lozano and Jordan Mango-san."
Tam-awan Village,nice place for whole family to go to.
Tam-awan Village,"A reproduction of the Village of the Natives,Wherein,The roads are accessible only by humans but not of gasoline fed vehicle,Prepare for somekind of short hiking skills."
Tam-awan Village,Art + nature adventure  very nice place. And the food on thier cafe/restaurant is very delicious. But the place is not really commuters' friendly as well
Tam-awan Village,No designated parking area
Tam-awan Village,Great place to rest and clear your head. Tam Awan salad and pinikpikan in the cafe goes well with the breezy walk around the hillside museum
Tam-awan Village,Great place for pinikpikan and brewed coffee!
Tam-awan Village,"A place for art enthusiast,but very limited parking space."
Tam-awan Village,Nice person nice venue and friends get to see again and foggy while at the place.
Tam-awan Village,It's okay. Trekking at midday seems like a bad idea but otherwise OK.
Tam-awan Village,"you need to say ""bari - bari"" and respect the place. there are a lot of dwellers not visible to the naked eye"
Tam-awan Village,Uniquely our own! 😁
Tam-awan Village,I suggest wearing trekking sandals here as some part are slippery.
Tam-awan Village,A good place to hangout and feel nature.
Tam-awan Village,"Cool place, loads of local artworks and nice café with great views over the hills."
Tam-awan Village,Best to visit during weekends.
Tam-awan Village,The place is only open until 6pm.
Tam-awan Village,This place us perfect for those who loves trekking & seeing cultural dances of the Mountain Province that is being perform at the place
Tam-awan Village,Good for 2 hour site seeing. Has nothing great but some village sculptures and houses.
Tam-awan Village,The place is good for sightseeing. Get ready as you need to climb up slippery trail.
Tam-awan Village,"not able to explore the place well as it was raining,  so steps were slippery.  liked the art displayed."
Tam-awan Village,very amazing its a must go when you visit Baguio. Especially the sketches done by the sketchers. truly amazing
Tam-awan Village,"Nice little mountain village, you can watch authentic igorot people dance. Also features a quick trek"
Tam-awan Village,"Beautiful, serene. Visitors can also get to see beautiful works of local artists."
Tam-awan Village,It's a great place to visit. The traditional dance performed in the village is good.
Tam-awan Village,This is a tourist trap with nothing touristy to actaully offer. I did have a short hike up to the View Points (but not a fantastic view).
Tam-awan Village,Love it
Tam-awan Village,I will come back.
Tam-awan Village,Uphill climb!I love it.Not really that large area.But enough to make ur heart a little work out. 😂
Tam-awan Village,"Great concept, but could definitely be better"
Tam-awan Village,"Tam-awan ""garden in the sky"" is a nice and haven place. You can witness the diff. Cultures of cordillerans and amaze to their magnificent beliefs."
Tam-awan Village,A good hike.
Tam-awan Village,Nice place but a bit far from the city.  You can get information about local tribe culture especially about couple.
Tam-awan Village,so cool and cute❤️❤️❤️
Tam-awan Village,"If you're ready for a quick and educational tour, head out to Pinsao Proper and visit this very unique place, Tam-Awan Village. I paid less than a hundred at the entrance area and then they will provide you a tour guide. It was a very educational trek for me. The tour guide Chester, made sure that I am safe while we're up and down the stairs, (I was just wearing my leather sandals that time, wasn't expecting that it will rain, it was slippery) he brought me to the gallery then to the different huts that was used by the Ifugao people ages ago. It was a fun way of learning, and the view up above was breath taking. There's a cafeteria inside the village and before I went to my next destination, I got myself some souvenirs from their Souvenir Shop. If you'll visit the place, wear sneakers and put on some insect repellent."
Tam-awan Village,Beautiful place and scenery especially when you climb the trek. Nice display of baguio culture.
Tam-awan Village,"Good for a short walk, but not much to see. It's a little park that is well taken care of."
Tam-awan Village,beautiful pieces of art
Tam-awan Village,"Good food at affordable price, cozy place which also showcases art works and traditional houses of the Cordillera people."
Tam-awan Village,the ambience is good. food and drinks are ok. the viewing deck is ok and accommodations are available
Tam-awan Village,I recommend this place if you love arts and history. Nice view from the decks.
Tam-awan Village,Very nice place
Tam-awan Village,It was okay. Nothing much to see and there were a lot of stairs to climb. Food was a bit pricey and the taste was mediocre.
Tam-awan Village,"Pretty place in a mountain location. Was there as a tourist and had lunch there. Island of Luzon, Phillipines."
Tam-awan Village,Very great place to appreciate and learn art. Artists are very accommodating and inspiring at the same time
Tam-awan Village,"a place for art enthusiasts,,"
Tam-awan Village,"They closed so very early 'cause they ran out of stock.  I understand it was the Yultide, but hey!  It was supposed to be planned better."
Tam-awan Village,"Nice park, just don't try to trek all the way to the top, it's just a dead end"
Tam-awan Village,Immerse yourself in the depths of Cordilleran cultural artworks!
Tam-awan Village,The nature trail is cute. The houses though preserved looked commercial in nature already.
Tam-awan Village,Best place for people with love for art. Affordable place to be. It's a combination of art love and love for nature.
Tam-awan Village,"Its our 3rd time here in Baguio City, but this is the first time that we went here. The area is very very cold here, I was surprised that this not just a place but it also include trekking here going up."
Tam-awan Village,"If you want to immerse yourself with culture and nature, this is the best place to go! Highly recommended!"
Tam-awan Village,nice arts and tourist destination in Baguio
Tam-awan Village,Very good place for out door lovers. You will experience the nature and old age
Tam-awan Village,The view is scenicPerfect for family outingsThe entrace fee is very affordableAnd perfect for a weekend outing
Tam-awan Village,"We always go here for the food. But if you're in for some visual treat, this place is a must-go to as well."
Tam-awan Village,Slippery when wet!! Need to wear shoes for climbing. But great to see all old houses
Tam-awan Village,Nice displays and artwork from traditional igorot item... Not good for people who has trouble climbing stairs..
Tam-awan Village,One in a life time event
Tam-awan Village,simple and beautiful place
Tam-awan Village,"if you love nature, you have to see this.   "
Tam-awan Village,CULTURAL HERITAGE PRESERVED. NATURE APPRECIATED.BEST PLACE TO BE WHEN IN BAGUIO. JUST A TAX IN AWAY FROM WHEREVER YOU ARE IN BAGUIO.
Tam-awan Village,Refreshing place
Tam-awan Village,Very nice!So interesting to visit and learn how was before Philippines!It's really a nice place!
Tam-awan Village,Everything is okay. Some art exhibits need improvement.
Tam-awan Village,It is good for those who love arts
Tam-awan Village,Love the food! The hike was nice before eating too.
Tam-awan Village,Experience igorot cultures
Tam-awan Village,Amazing place inside the metropolis.
Tam-awan Village,"Art and nature are inter related, beautiful and very nice."
Tam-awan Village,Its a nice place to relax
Tam-awan Village,"Nice view, and you'll see old huts where our ancestors used to live in."
Tam-awan Village,"Garden in the Sky, every saturday and sunday there are natives around to welcome visitors and dance with them."
Tam-awan Village,This place is for people who would appreciate art and a little climbing on a tracked mountain.
Tam-awan Village,A relaxing place to waste your precious 60pesos
Tam-awan Village,Good for nature and art lovers.
Tam-awan Village,"Nature adventure. Not much to see. Slippery path, be sure to wear the appropriate footwear."
Tam-awan Village,Very cultural. It's a nice place to hike and chill.
Tam-awan Village,Hill side landmark for one of the Phil Community Village. Not much to do day full activities.
Tam-awan Village,The place is very nice.
Tam-awan Village,You will know a lot of history in the Cordilleras. You will also see some perfect views
Tam-awan Village,"Good place to go for those who want a taste of trekking and see native Baguio Art, a bit expensive entrance fee though"
Tam-awan Village,Nice views if you hike to the top of the trails
Tam-awan Village,Nice place..tahimik...good for relaxation when you want to avoid crowded places
Tam-awan Village,Great recreations of old traditional igorot houses. You can possibly stay there as well.
Tam-awan Village,"The experience was great,got a chance to see a native perform a dance"
Tam-awan Village,It's advisable to visit this place only on sunny days since pathways and stairs are made from rocks and will be too slippery when it drizzles.
Tam-awan Village,One of the tourist spot in La Trinidad..Very good Yung group of igorot dancer
Tam-awan Village,"Steep slopes, slippery stairs. Excellent cultural experience through art and food.,"
Tam-awan Village,"Nice guided tour, with some nice insight of cultural history"
Tam-awan Village,Great cultural place for curious people. There is a restaurant which offer local delicacies.
Tam-awan Village,A really quiet and beautiful place... and people with good humour...
Tam-awan Village,"Good natural view, they also perform some native dance"
Tam-awan Village,great masterpieces and exhibits
Tam-awan Village,Tam - awans ate warm and friendly people.
Tam-awan Village,Great place not to missed when in Baguio.
Tam-awan Village,healthy invironment Place location is very good feel fresh airs and clean water
Tam-awan Village,It's a great place to visit. It's very relaxing.
Tam-awan Village,Local art!!! I especially enjoyed learning about the traditional Ifugao/Igorot houses too.
Tam-awan Village,Cool people and cool place..you can feel the welcome and the warmth.
Tam-awan Village,Nice place for a small hike and for cultural learning.
Tam-awan Village,The air is so refreshing and a must-go to place if you love nature.
Tam-awan Village,Its Has All The History Of Igorots!
Tam-awan Village,I see hydro the cat Here☺️
Tam-awan Village,The place is clean enough but far from the city. It is expensive for a place far from the town proper.
Tam-awan Village,"Reasonable fee, a bit small so it could get too crowded, come early to avoid crowd"
Tam-awan Village,Much hyped on the net but actual looks and experience fall expectations. Everything looks old and worn out and does not give any sparks to interest us
Tam-awan Village,One of the best place in Baguio. You should never miss this place from your itinerary
Tam-awan Village,Good place for picture taking off some culture and some views
Tam-awan Village,It gives us a glimpse of our rich culture. Be cooltured too!
Tam-awan Village,One of the nicest place to visit when in Baguio City.
Tam-awan Village,Place and food is awesome. You can even rent a room here.
Tam-awan Village,Nice place... Must go..
Tam-awan Village,Trekking is good just like having a cardio exercise at home!!
Tam-awan Village,It was a good place but be ready to hike.
Tam-awan Village,Home to local artists.
Tam-awan Village,There's not much to see. I think the P60/per head entrance ticket is not reasonable.
Tam-awan Village,"Nice place to visit, art works and staff are accommodating"
Tam-awan Village,good place for a short hike and nature experience.
Tam-awan Village,"Something different, to experience the ambiance of a typical Ifugao village."
Tam-awan Village,I would love to come back and experience how the locals lived in the village
Tam-awan Village,Real cool place for artsies and hikers.
Tam-awan Village,The place is very nice to see different culture
Tam-awan Village,Great for the love of Art specially for indigenous ambiance
Tam-awan Village,Nice place but no space for vehicle to park
Tam-awan Village,We weren't able to get in. Only 3 slots of parking space and the blind curve roadside is also full.
Tam-awan Village,Eye Candy!! Very wonderful art displays for art lovers.
Tam-awan Village,Didn't enjoy it that much. Tip: Don't visit when it is raining.
Tam-awan Village,simple cultural site preserving cordillera native lifestyle
Tam-awan Village,"i love cordillera food, coffee, fresh veg. salad etc..."
Tam-awan Village,Beautiful cultural trekking adventure with traditional Ifugao Art
Tam-awan Village,"very relaxing,over looking,with arts works,paintings."
Tam-awan Village,"Very serene, quite  n nice view on hilly location"
Tam-awan Village,Beautiful place to visit
Tam-awan Village,Good tourist attraction though needs refurbishing.
Tam-awan Village,Artists workplace. Worthwhile visiting to appreciate local art works.
Tam-awan Village,Artistic Place...
Tam-awan Village,Remove
Tam-awan Village,"Nice spot for sketching, relaxing and writing. 😉"
Tam-awan Village,Nice friendly people. Great place for the arts.
Tam-awan Village,Nice view and ambience
Tam-awan Village,Food at Farmer's Daughter Restaurant is amazingly delicious 😊
Tam-awan Village,Nice
Tam-awan Village,Art displays
Tam-awan Village,very close with nature and where art expresses Cordilleran CULTURE
Tam-awan Village,It was great but there was nothing too special about it. But it was great
Tam-awan Village,Must see to experience somthing authentic in Philippines otherwize very americanized place!
Tam-awan Village,"Tell about the village culture,, nice artworks and paintings"
Tam-awan Village,nice view uphill. serene.
Tam-awan Village,Naturally beautiful
Tam-awan Village,Good place for hiking and nature lover
Tam-awan Village,Extraordinary destination.
Tam-awan Village,Experience the cordilleran dish they offer its realy good
Tam-awan Village,"great place, art and culture trip!"
Tam-awan Village,vert nice village
Tam-awan Village,Yo just an update. 60 pesos na po for adults :)
Tam-awan Village,Wonderful experience- great views!
Tam-awan Village,Good place for a quick stop and there's strawberry taho.
Tam-awan Village,very nice
Tam-awan Village,Good place with friendly people
Tam-awan Village,Short glimpse of Igorot culture and contemporary art.
Tam-awan Village,Love it here...
Tam-awan Village,A place full og Igorot culture and heritage
Tam-awan Village,NICE AESTHETICS but i feel like the place should be more secured
Tam-awan Village,The place is good for educational tour.
Tam-awan Village,It's a  nice view
Tam-awan Village,Awesome
Tam-awan Village,The place has a limited parking space specially during holidays.
Tam-awan Village,Excellent introduction to traditional culture and modern art
Tam-awan Village,My nieces loved the pasta
Tam-awan Village,My friends felt like they spent Php 50.00 for nothing.
Tam-awan Village,Bring shoes for hiking.. Gonna need it later
Tam-awan Village,Slippery. A lot of mosquitos. Too expensive food. Not worthy of MY time.
Tam-awan Village,Great cultural dance and art gallery...
Tam-awan Village,"Place is nice, but could have been better"
Tam-awan Village,A must visit pace!A microcism of Ifugao culture and arts!
Tam-awan Village,Nice place...welcome.baguio...
Tam-awan Village,The place is good and clean except for the rude visitors
Tam-awan Village,Nice place to visit the history of the villagers
Tam-awan Village,"Nice place, and cheap place to stay, the food is great."
Tam-awan Village,It takes patience and determination to climb the stairs
Tam-awan Village,"Looking for an experience that will show the Cordilleran houses, this is the place."
Tam-awan Village,Loved going there. Highly recommend it.
Tam-awan Village,"Cold climate, very humid, thick fogs when raining."
Tam-awan Village,Great place. Great Food. Great works of arts.
Tam-awan Village,You can experience the beauty of nature.
Tam-awan Village,Hand made by igorot.
Tam-awan Village,Very nice place tam-awan village
Tam-awan Village,Nice place to see native heritage
Tam-awan Village,It's a bit slippery on some part of the tracks.
Tam-awan Village,Nothing to do here
Tam-awan Village,Make sure you visit Farmers Daughter restaurant nearby
Tam-awan Village,a lot of landscape and wooden images of cordilleran cultures
Tam-awan Village,good selection of artworks from artists in the region.
Tam-awan Village,Only a short distance hike i was expecting more.
Tam-awan Village,History learning. Be prepared for long walks
Tam-awan Village,A so so place for a local cultural experience.
Tam-awan Village,Great experience. Recommended to everyone
Tam-awan Village,Nice experience with the paintings and the lumads.
Tam-awan Village,Good for adventure and trekking
Tam-awan Village,"nice place for artist, and art lover"
Tam-awan Village,showcases Filipino talents and nature's beauty
Tam-awan Village,Good place to learn parts of a Filipino culture
Tam-awan Village,"Art and Nature, a must visit a piece of history."
Tam-awan Village,To explore the indigeous product of tam-awan people..
Tam-awan Village,1 of the must to go tourist spot here in baguio
Tam-awan Village,Nice way to Revisit the past way of life of Cordillerans.
Tam-awan Village,a must-visit 😍💕
Tam-awan Village,"I like the place, though it is outside the city."
Tam-awan Village,❤
Tam-awan Village,This place brings great memories!
Tam-awan Village,Nice place
Tam-awan Village,Plenty of art work
Tam-awan Village,Interesting heritage interpretation place in Baguio !
Tam-awan Village,Needs improvement...
Tam-awan Village,I nice place to visit in this modern world
Tam-awan Village,It remind me how culture way they live
Tam-awan Village,If you love local arts...
Tam-awan Village,Very nice and relaxing place
Tam-awan Village,A good place to experience the old Baguio city
Tam-awan Village,Good nice place to unwind
Tam-awan Village,Ask for a guide. We were told there's none.
Tam-awan Village,If you are nature lover ypu must go here.
Tam-awan Village,Authentic experience of original ifugao made and leaved huts.
Tam-awan Village,Not for kids and people with bad knees
Tam-awan Village,The OJTrainee name Barbie is nice...
Tam-awan Village,....
Tam-awan Village,Nice mini hiking trip
Tam-awan Village,Crave for new things and experiences on this village
Tam-awan Village,You need to exercise going uphill before coming here.
Tam-awan Village,a bit too crowded
Tam-awan Village,If you're an art lover this is the place for you
Tam-awan Village,The Place puts a smile on your face.
Tam-awan Village,Great!
Tam-awan Village,Nothing here. Just appreciate art.
Tam-awan Village,Nice way to appreciate Cordilleran Culture
Tam-awan Village,I Miss and really love this place
Tam-awan Village,You need to pay to use the restroom
Tam-awan Village,"breathtaking view, educational and historical"
Tam-awan Village,Love the arts and the brewed coffee
Tam-awan Village,Discover the culture and life of our ancestors
Tam-awan Village,Need to develop much of the areas.
Tam-awan Village,Awesome. A wonderful adventure.
Tam-awan Village,Beautiful place
Tam-awan Village,Very traditional
Tam-awan Village,So vintage very calm.
Tam-awan Village,Hiking for newbies
Tam-awan Village,We didn't have a chance to drop by.
Tam-awan Village,Really nature view with hiking...
Tam-awan Village,Only just a copy of small villages of Benguet
Tam-awan Village,Great food
Tam-awan Village,Nice village
Tam-awan Village,An artist collective with distinct character
Tam-awan Village,Good place
Tam-awan Village,Parking issue. Limited space to park.
Tam-awan Village,amazing
Tam-awan Village,Very Beautiful artworks...
Tam-awan Village,"Been there for around 30 minutes, go figure...."
Tam-awan Village,Great
Tam-awan Village,A soul energizer and art galery
Tam-awan Village,Awesome
Tam-awan Village,Close to nature with ethnic vibe
Tam-awan Village,"Garden in the Sky, where art meets the mosquitoes."
Tam-awan Village,Visual Feast for Arts and Nature
Tam-awan Village,"Quiet place,,"
Tam-awan Village,Very unique dishes
Tam-awan Village,The entrance fee is worth it.
Tam-awan Village,classic
Tam-awan Village,good stop when you are in baguio
Tam-awan Village,A center of cordillera arts and culture
Tam-awan Village,Nice igorot dance.
Tam-awan Village,Loved the art pieces.
Tam-awan Village,"The real Baguio environment, too Cold"
Tam-awan Village,Good for hiking.
Tam-awan Village,Sooo artistic
Tam-awan Village,Great views! 🧡
Tam-awan Village,If you are going to baguio you mist visit here
Tam-awan Village,Place is so relaxing.
Tam-awan Village,"Thank you to the staff and guide,  Margie."
Tam-awan Village,Nice interesting artwork .
Tam-awan Village,Nice area
Tam-awan Village,Peace and breath of fresh air
Tam-awan Village,Very good
Tam-awan Village,Love the place and the people.
Tam-awan Village,Cool dear
Tam-awan Village,Northern luzon cultural diversity
Tam-awan Village,Good view
Tam-awan Village,Cool local art.
Tam-awan Village,Good food and place
Tam-awan Village,Home of artist!kudos
Tam-awan Village,Good place to relax
Tam-awan Village,A taste of Cordillera culture.
Tam-awan Village,A perfect family get away
Tam-awan Village,Slippery when wet on trails
Tam-awan Village,Feel the ifugao experience!
Tam-awan Village,A must visit for an artist.
Tam-awan Village,Was a fun trek
Tam-awan Village,👌
Tam-awan Village,I didnt like this place much
Tam-awan Village,I did not enjoy it
Tam-awan Village,Very nice place!
Tam-awan Village,Traditional ethnic view
Tam-awan Village,I love the food!
Tam-awan Village,View is great!
Tam-awan Village,Vibrant in culture and arts
Tam-awan Village,Not much there to see
Tam-awan Village,Cold weather and views...
Tam-awan Village,Arts and cultures
Tam-awan Village,Nice place and view
Tam-awan Village,Nature trip. Pang IG.
Tam-awan Village,Nice place to visit
Tam-awan Village,Nice😇
Tam-awan Village,Scam... not as expected...
Tam-awan Village,Good place
Tam-awan Village,I love it
Tam-awan Village,Love it
Tam-awan Village,Artist paradise!
Tam-awan Village,The place very authentic
Tam-awan Village,A very Filipino experience.
Tam-awan Village,Its adventure place
Tam-awan Village,Artistic!
Tam-awan Village,Been here
Tam-awan Village,Nice and lively.
Tam-awan Village,It's okay.
Tam-awan Village,Very mud this place
Tam-awan Village,not safe for kids
Tam-awan Village,Nice view from above
Tam-awan Village,everything is awesome.
Tam-awan Village,Overlooking
Tam-awan Village,the best
Tam-awan Village,Awsome
Tam-awan Village,hiking
Tam-awan Village,Not recommend to visit this place
Tam-awan Village,❤️❤️❤️
Tam-awan Village,Jungle for city people.
Tam-awan Village,👍😀😊
Tam-awan Village,Very nice place
Tam-awan Village,Where you are away from home..
Tam-awan Village,Good for kids!
Tam-awan Village,Oct 28a 2017
Tam-awan Village,Village of old sculptures
Tam-awan Village,Like it
Tam-awan Village,unique
Tam-awan Village,Teachers camp baguio
Tam-awan Village,Walkaton by the mountainside..
Tam-awan Village,Cool
Tam-awan Village,Relieving
Tam-awan Village,Wonderful
Tam-awan Village,Nothing much to see
Tam-awan Village,Nice
Tam-awan Village,Artistic place.
Tam-awan Village,Amazing
Tam-awan Village,Comfy
Tam-awan Village,Good
Tam-awan Village,Nothing to see here
Tam-awan Village,Thrilling
Tam-awan Village,arts & scenery
Tam-awan Village,Strawberry farm.
Tam-awan Village,Nothing special..😞
Tam-awan Village,Accommodating staff
Tam-awan Village,Sad
Tam-awan Village,Agree
Tam-awan Village,Native ambiance
Tam-awan Village,A heritage place
Tam-awan Village,Very small
Tam-awan Village,Culture and tradition😍
Tam-awan Village,Great place 👌👍
Tam-awan Village,Nature
Tam-awan Village,More on artworks
Tam-awan Village,Good place...
Tam-awan Village,Amazing place
Tam-awan Village,Historical place
Tam-awan Village,Goodsman!!!!
Tam-awan Village,Cool place
Tam-awan Village,Artists Haven
Tam-awan Village,Nice Location
Tam-awan Village,nice place
Tam-awan Village,educational
Tam-awan Village,it is good
Tam-awan Village,nice place
Tam-awan Village,nothing interesting
Tam-awan Village,Nice place
Tam-awan Village,nice place
Tam-awan Village,I live here
Tam-awan Village,Nice place
Tam-awan Village,Very cultural
Tam-awan Village,Nice place
Tam-awan Village,I like this place
Tam-awan Village,Nice place
Tam-awan Village,Nice place
Tam-awan Village,I love this
Tam-awan Village,The best...
Tam-awan Village,High place
Tam-awan Village,Local village
Tam-awan Village,Steep road
Tam-awan Village,Historical
Tam-awan Village,Nice place
Tam-awan Village,Great art work! Nice scenery. Pet friendly.
Tam-awan Village,"A decent place among many attractions in BaguioNothing to see other than dance performancesThere are no handrails in many places during the climbing process. Although the climb is short (20 minutes slow), the road is slippery, so be careful."
Tam-awan Village,"These mountains were the land of the Igorot tribes.This Igorot ethnographic village is well organized for sightseeing.The village is tiny and very collected, perched on a rather steep mountain side, surrounded by very lush and colorful vegetation.The 11th Tam-Awan Arts Festival recently took place and traditional works are mixed with modern onesThere are several wooden huts with water-repellent thatched roofs.Next to each hut / work there are plaques that illustrate the ethnic / artistic context.There is a wedding hut, for the honeymoon, on stilts, with a special 'do not disturb' tinsel too.Mirrors are hung on a driveway with the aim of representing past, present and future… beyond that, a scarecrow.However, the rooms are small and getting around is not easy."
Tam-awan Village,"The place is cool and has many trees, traditional dance with unspoiled terraced paths like being lost in a forest."
Tam-awan Village,"Tam-Awan Village. A must-visit spot in Baguio. You must have a photographer with you to make your gala worthwhile. And for those who love coffee, you can have coffee at their restaurant. Their salad is delicious. Bastaaaaa it's good here, there's more good food. go with friends!"
Tam-awan Village,"It was beautiful here, the design of nature and the simple means of life is beautiful, the large pond with its koi carp is also wonderful. It is recommended to make a stop and eat some toast, which tasted very tasty and the fries were very tasty. It is recommended to wear sturdy shoes when complaining about Tam-awan Village.It was beautiful here, the design of nature and the simple means of life is beautiful, the large pond with its koi carp is also wonderful. It is recommended to make a stop and eat some toast, which tasted very tasty and the fries were very tasty. It is recommended to wear sturdy shoes when complaining about Tam-awan Village."
Tam-awan Village,"100 pesos by taxi from downtown BaguioAdmission is 60 pesos, but there is nothing special to see.There is a short hiking course and the air is very good because it is a mountain."
Tam-awan Village,"Nice art works. The ambience is super relaxing. Their mascot Hydro the cat is also cute, Suplado nga lang, 😁"
Tam-awan Village,"For 60 pesos per head, these are goods. You will also get tired because the trails are not flat. Of course, when it rains, the other stairs are slippery. The dance they did was also good."
Tam-awan Village,"If you can only go to one place in Baguio, I recommend it here.bamboo forest walktraditional performanceExhibition of local artistsview from higheverything is great"
Tam-awan Village,"Location:Expectation Vs. Reality, It's a waste of 60 pesos here.Parking:Don't bring a car here, the jeep is easy to get there, if you go it's near Burnham Park on Kayang Street.Experience:There's nothing to lose, so don't give up if you can avoid it :)"
Tam-awan Village,Here you will find ancient igorot houses and unique paintings
Tam-awan Village,"It is still a must see place around Baguio. If you're going to the Igorot Stone Kingdom, pass by it too. Someone performs Igorot dances. The ambiance in the area is different and you can even do a quick hiking/trekking. There is also a small souvenir store that is very unique compared to the Generic Baguio Souvenir stores around."
Tam-awan Village,Where to visit Baguio. Admission fee P50.Like the Aboriginal Culture and Art Village.There is a nice restaurant next to it!
Tam-awan Village,"Great outdoor activity. Watch out for trails because they are slippery. But if you are alone, it's okay ... you know what's left. 😄"
Tam-awan Village,Nice place..nkakarelax..
Tam-awan Village,It gives you that feeling of where and how our fellow Filipinos and our culture began. Such a nice place especially if you love history.
Tam-awan Village,Entrance is 10 pesos
Tam-awan Village,Fine Arts Center Paintings and the story of the people of the place and the roads and heights of nature Hallelujah
Tam-awan Village,"Although the place is small, there are people like Taiwan performing here. It ’s very interesting.Dance is almost XDDD like a nightclub like Golden KalalengIn addition, the chicken legs in the restaurant are delicious"
Tam-awan Village,Very relaxing and you can really see a glimpse of the native lives. It's just that it's hard to climb because it's all stairs and it's steep and slippery because there are rocks and moss. but all in all it's still a good place to visit
Tam-awan Village,A good place to take a stroll.
Tam-awan Village,nice place.. the food is delicious
Tam-awan Village,"A beautiful heritage village, I highly recommend visiting it"
Tam-awan Village,"👏👏👏👏👏 nice , it's a shame it was slippery when we went We didn't get to hike"
Tam-awan Village,"The place is okay. I just have your feet ready because there are many stairs HAHAHHAHAH. Lots of art works and plants, the area is small, so limit your expectations hehehe"
Tam-awan Village,The place is beautiful. It's good to go on a weekday so there aren't too many people. ❤
Tam-awan Village,"Enjoy being ready for a hike., Hahaha. There is a student tour guide if you want to assist"
Tam-awan Village,In case of rain or high humidity necessarily wear non-slip shoes. Interesting excursion point.
Tam-awan Village,to ngy😊 males
