tourist_destination,review_post
Burnham Park,"A nice place to bring your family for picnic and playing. Boats, roller skates, and bikes are available for rent, nice view and ambiance."
Burnham Park,Burnham park is one of the most famous tourist destinations of Baguio. It's in the heart of Baguio and walkable from session road and the public market. Most people here just stroll or go boating. It's very near the night market as well so you if you don't have anything to do then there are certain things you can do here. Just be careful of pickpockets or those offering massages. Also sometimes the place can be very crowded
Burnham Park,"Visited at night.Pros: not to endure the humid daytime.Cons: cannot enjoy the view of the blooming flowers and the whole place because it is already dark.But we enjoyed the group bike activity, serve as an exercise and quality 30 min before the park closes that day. I would love to visit again if the temperature is lower than 20-ish to really enjoy the cold Baguio."
Burnham Park,"Amazing place for leisure, picnic, family bonding and more! I even enjoyed skating with friends."
Burnham Park,"What I love about this place is the night market or bazaar. Every 9PM till midnight a main road around Burnham Park is always closed down to give way for this. If you're interested in flea markets this is a place to check. They sell jackets (winter, leather,denim), pants, shoes, ladies bags, head wears for an affordable price. Plus if you're into street food that got it they even have Korean street foods. Good way to load up on carbs before legging up the market. The local folks here are very friendly. The taxi cab drivers are very polite. No worries. Hotels in Baguio are very decent and air conditioning is optional most of them none very cold here. If you're visiting this part of the country this is a must visit. In the daytime Burnham Park have a lot of activity for the whole family to offer. Bikes, and boat rides..lot's of restaurant and eatery around."
Burnham Park,Burnham Park is very clean.  It is senior- and kid-friendly. It's not too crowded in the morning (as of Nov 2021) since Baguio City is still controlling the number of incoming tourists. Will definitely go back when we return to Baguio.
Burnham Park,"The park has improved since my last visit last year. :) However there are still some slides that are not fully repaired and aome swings are not fully functional. Nonetheless, the effort to maintain the functionality of the whole park is commendable."
Burnham Park,"One of the main tourist destinations in Baguio. Great place to unwind.. take a walk, have a boat ride (around P100-200), get a bike and ride or eat some delicious ""taho"" in strawberry and ube flavor (P30)😊"
Burnham Park,Open until night however some bike stalls are closing already. Guard your kids esp when biking as kids fight over getting bumped against.
Burnham Park,"It's one of the best place to visit when you go in Baguio.It's like the center of the said place.They have a biking area when you can bring your family or friends,A man made lake when you can rent a boat for a ride,Stalls for souvenirs,A flower garden,Of course comfort rooms,A great park indeed.All in all this is a family friendly place."
Burnham Park,"This place has a lot to offee it is definitely huge and have several parts. If you wanna do biking, there are bikes for rent and there are a lot of things to see. They also have a lake where you can try swan rowing. There's a night market that is really nice and affordable. Comfort rooms and parking are available. Food can be found everywhere."
Burnham Park,"Eco friendly, nature at the middle of the city, boating and biking will be great experience to try"
Burnham Park,Must visit place. You have boating and biking facility. Good place to chill around
Burnham Park,"It's great to be back after few years. I will always love this place, I will definitely go back whenever I can."
Burnham Park,We had a nice experience during our visit at this place.
Burnham Park,Cool atmosphere. Lived in Baguio all my life. But why is there an old lady singing Christmas songs on November? No one knows.
Burnham Park,"Baguio is one of the topmost hillstation in philipines.. the cold misty and gentle weather is the best thing we can enjoy here..there are many touristic attractions are surroundings in baguio, but Burnham Park is always a go-to attraction in Baguio. it is located to the central business district,  there are a lot of activities that can be done here- biking, boating, jogging, walking, to.name a few. i felt the place is neat and clean. Not just this park but Baguio as a whole. and i love the way the street sellers food and crafts..."
Burnham Park,"I've visited this park a couple of times. If you've been here before, you wouldn't want to go biking or boating again especially when the lake water looks filthy and when the biking area was divided by an ongoing road construction making it very crowded. On the good side, there are a lot of good restaurants around this park."
Burnham Park,"Place has lots of people and is back to its former glory! Wear your masks and don't entertain those that offer massages as social distancing should still be in effect, the authorities will fine both of you if you do."
Burnham Park,"The restroom is SO dirty. Like most of the restrooms I've been to during my Baguio trip, it was paid, so you would at least expect some level of maintenance but there was none. The ube taho I had here was straight up sugar syrup and not ube at all. There were some unpleasant experiences with vendors :("
Burnham Park,"Very nice place to have a short vacation or wanted to relax especially if you’re from city, you will love it here. Bring make sure to bring extra layers or Jackets because most of the time it’s cold here"
Burnham Park,Baguio City is one of my most favorite place. 🖤☺️☺️
Burnham Park,Its always cold .. just walking in this park and see the happy tourist enjoying the the lake and doing biking also the street food is always good.
Burnham Park,"Very clean, with a relaxing vibe.  The swan boat ride made for nice memories."
Burnham Park,This is for everyone to visit in baguio.children and adults will surely enjoy some activities like biking and boating.
Burnham Park,"A great place for family bonding. You can do boating,cycling while enjoying the nature at the center of the city."
Burnham Park,Much more greener now since it has been a long time that none visits the area as pandemic kicked in. More lively now.
Burnham Park,"Being one with nature and spending quality time with your friends and/or family are the quality of experience attractions of Burnham Park.The park is immaculately clean, relatively secure and downright noisy. Lol.Since it's peak tourist season, the crowd is just overwhelming when I visited. There are paths less trodden and with very minimal people though for your enjoyment of the breathtaking scenery minus the noise pollution."
Burnham Park,I don't know in which point I will review it but if it would be according to the part that it was a park it was good but not as good as other parks but the location of Baguio city make it better
Burnham Park,"The lake is cleaner than pre-pandemic days. Plenty of food places and restrooms, as well as picnic areas. Good for a variety of activities from walking to rowboats. It can get pretty crowded, though, especially during weekends and holidays, so if you are looking for relaxation, come on weekdays."
Burnham Park,"In the morning, it is good to jog around burnham. Actually, there's no dull moment in staying here regardless of the time.In the afternoon, you can ride a boat here, bike and take picturesAt night, this is the best place to date with your special someone."
Burnham Park,The park is so nice! You can enjoy biking or boating here. There are lots of snacks around as well that you can easily access should you feel hungry on the activities you're engaging with. ☺
Burnham Park,"A bit crowded but it feels good to just walk around and enjoy this city. First time, eating a Taho flavored strawberry 🍓"
Burnham Park,love this place!! <33 my uncle lives near here and we visit sometimes. i love going here!
Burnham Park,"There's nothing special about the place, it's the weather that is good but it's just an ordinary park."
Burnham Park,"How could I not share my review about this park? This is perhaps include in the top most visited park in the Philippines. Despite several tourist footprints here, I can say that it has maintained its beauty and excitement. I am glad the the national and local government are protecting the sanctity of this place, and be not exploited like a garbage."
Burnham Park,Must see place and be at when in Baguio...near SM city...bikes and lake rowing/pedalling still there..rain did not stop people from enjoying the same old place
Burnham Park,Good place to visit with loved ones
Burnham Park,"A Different experience since we last visited, a few years back. Because of covid19 tourism is really affected. But on a good side. Its not crowded, its clean, you have safe place here in the park. Love the roses like a thousands of them! Hope that in the future they maintain and improvement more this beautiful park."
Burnham Park,It was a very fun experience with family and friends.
Burnham Park,"This park is absolutely wonderful! A place of joy and laughter. This place is nice as you can ""chill""  and is child friendly. The place is clean and with a lot of activities. You can try the boat in the lake for around 50-60 pesos, and your kids can also rent a bike for only 20-50 pesos! Budget friendly! Also, there are a lot of taho vendors with the MUST TRY strawberry taho! It costs 30 pesos. I recommend you try their ube halaya taho. That stuff is heavenly"
Burnham Park,"A good place to go for a vacation with your family and friends. There's a lot of foods to choose from and the people are friendly.Fun fact about Burnham Park:The park is named after Daniel Hudson Burnham, an American architect and urban planner. He was also the one who laid the plans and design for Baguio City. Most of the park’s features were originally from Daniel Burnham’s design but a few changes and alterations were made to enhance the park’s beauty."
Burnham Park,"Although located at the center of a busy city... Burnham park offers the peaceful, serene and tranquill place to relax. Fresh air, street foods and open wide spaces... a place for any age group. The only drawback is the limited parking space as ratio to visitors."
Burnham Park,Went there during the end of Ramadan.It was a holiday but also off season so I think there were relatively less people than usual. there were areas in the park that were bustling with people but generally the place was quiet and a good place to walk around in the morning.saw several groups holding zumba/tai chi events for health (most participants were ladies/old people) while in other areas families/friends were having picnics and just hanging out. there's also a special area where you can rent bikes and play aside from the swan boats for rent in the pond.I recommend trying the Strawberry Taho vendors were selling for only Php. 30!
Burnham Park,"Burnham Park is obviously a tourist destination close to the city center. Tourists can enjoy biking, boating, and buying some plants in the orchidarium adjacent to the park. It is also convenient and accessible, so we advise tourists do some exercise or use public transport.Join the locals exercise and dance at the park from early to late morning here. You'll appreciate the park if it's less crowded.The lights can be enjoyed here when the nightlight bites. Lightings are installed all over the park. More festive lights are enjoyed here at Christmas, though."
Burnham Park,Nice park for socialising/walking in the city of Baguio.
Burnham Park,"Welcome everyone to our Baguio city Burnham park,a snap shot while passing by."
Burnham Park,"Riding a boat of course is the main activity here, but the water seems shallow as always because this is not the nature of Benguet."
Burnham Park,"A traditional Baguio activity for my family, from when we were kids, until I had my kids, and now that my eldest has a family of his own."
Burnham Park,This is great place for fun day out with family and friends!  Its also cheap and affordable.  Theres plenty of activities from bike riding to boat rowing to a mini theme park!  There are several canteen and resto outside of the park and its within walking distance.
Burnham Park,"You can't leave Baguio city without seeing the famous Burnham Park. The place is jam packed with activities and shops for souvenirs.  You can try biking and boat riding, there is also a rollerskating rink near by. Depending on the time of the year there are also events within the area.  And at night the front of the park becomes the also famous Baguio night market where you can buy tons of items. The park is very easy to reach since it is near the busa terminal and the SM Baguio."
Burnham Park,It was my first time there yesterday. I asked for a fresh donut. I didnt get one. The place wasnt busy or anything.  So sad. But i asked for ice and they complied. You have to buy 6 donuts for them to put it in a box. Donuts are large. 1 inch high and 4.5. In diameter. Good or sharing if you areused to krispy kremes. The taste reminded me of eating donuts in Baguio City's John Hay (when the americans were still there). For some donuts they have on offer buying two krispy kremes would be more efficient. Good to try at least once. Not all flavors available. Holiday creations were available when i visited
Burnham Park,"It's a big park in Baguio that i never missed to go to whenever we're around. A lot things going on in the place. The park is ideal for walking and jogging also for a weekend-picnic with the family. There's a man-made lake where anyone could test their paddling skills and go boating ( your option to go on your own or together with a boatman). Of course, that comes with a fee. A wide area to test your biking skills. Rent is minimal. Stalls selling souvenirs like handwoven bracelets, key chains, ref magnets, and the likes are everywhere so you'll have the chance to grab a present for your friends and loved ones. Must visit when in the city of pines!"
Burnham Park,Looks like Baguio is back to normal. Lots of kids enjoying the bike rides and open space
Burnham Park,"Perfect place for your kids, enjoy doing different activities like boating , biking and riding bump cars ."
Burnham Park,When you are boring living in crowded place. Why don't you try to relax and feel the nature. Im always in the Baguio because i fell in love to the place. Pine-tree and there's alot of flower and of course the weather. Its cold even you are just in the Philippines. One way bus trip pitx to baguio that's its just sleep in the bus when you wake up you are in the baguio 😊😊😊.
Burnham Park,"Ideal place to hang around with your love ones. Biking, boating, jogging are some the activities to choose from. I won’t get tired going back to this place to spend my afternoon."
Burnham Park,"So crowded now.  You will see the rose garden, but not that full of roses, unlike before. The one i noticed, the prices of renting bikes, are so cheap as well as in boating. P100/boat (4 pax max), if u would like to have a rower, you will pay him P50 for 30 minutes."
Burnham Park,Nice place.. you need to park your car in nearby  and dont go there in weekend
Burnham Park,"The most visited tourist spot in Baguio. This place gets very crowded at times, so it's best to go here very early if you're up for some photo ops. Even the biking area gets very congested, so be careful. You don't want to shorten your trip because of an injury.This place is very big so be wary of your companions especially kids. It is also good for joggers beacause of its vastness. Also, zumba classes on weekends at every corner(just follow the loud music).I just wish they would clean the water in the boating area, the smell denotes very diry water. I remember going here years ago when the pond has fishes and jumps on your boat.I also don't advice going/passing here at night or very early for safety reasons."
Burnham Park,"A place where you can roam around and meet other people or have a picnic. You can also rent a boat or bicycle in this park. In this place, we usually have a practice in this place as well as celebrate some birthdays with our friends or relatives. Sometimes we meet in this park for reunions."
Burnham Park,Nice place. Best for the family.
Burnham Park,"Great place to spend the day= boating, cycling, walking, skating and if there are kids, they will playground is . Also near church. Accessible to every establishments."
Burnham Park,Nice place great tambayan for family
Burnham Park,Burnham has changee since I last visited. What i like about it is the the restrooms made accessible everywhere. Di ko na kelangan pumila sa jabee or sa sm. 👍👍👍
Burnham Park,This place has been my healing place in all kinds my life's adversities. A place where you can savor scenic views that will surely calm your mood and realign your soul.
Burnham Park,"The heart of Baguio City, atleast fo me that is. You cant say you've been to Baguio if you havent visited Burnham Park. The best place to go where you don't know where to go.  I forgot the prices for the boat rides. There shop nearby if you wanna go eat or drink. There are a lot of people but it usually isnt a problem cause the place is big. You can always find a place to sit whether on a bench, a sidewalk, or even on the grass. Numerous couples make this place their meeting/dating spot. There are bike shops where you cant rent bikes but only on the designated track though. The place is also nice at night"
Burnham Park,Crowded on Sunday afternoon but if you went late at night there will be less people. Though expect there are a lot of Christmas carolers in the vicinity. In a span of 30 mins shelled out 4 times for 4 diff groups. Still quiet and relaxing place to stay
Burnham Park,"Its a very nice and comfortable place to go to in Baguio City. So many amenities to enjoy such as skating, jogging, biking, boat riding, etc. It also has that environmental feel for those types of people that usually wants to unwind with nature."
Burnham Park,Now there is the flower festival! (In February every year) Beautiful flowers are in the park! It’s worthy to travel here and the weather in Baguio is incredibly great!
Burnham Park,Fun with family friends or dating. Good  place to entertain kids and adults alike.
Burnham Park,"The place is awesome and the facilities is good..boat riding, biking and exciting activities inside the park is available and affordable...try to visit the place for a better experience and appreciation :)"
Burnham Park,"Burnham Park is a famous park. Jose Abad Santos Drive, Baguio City 2600 Benguet, Philippines. It's 32.84 hectares.The park is named for architect and urban planner Daniel Burnham. He designed Baguio City. Most of the park's elements were designed by Daniel Burnham, however a few improvements were made to improve its beauty."
Burnham Park,"Nice place,, same as before.."
Burnham Park,"Very nice place. I really like it, Clean and very good place for someone who would want to walk and sit and just spend time with nature. The cool breeze of Baguio is good for someone who would want peace and to remove stress."
Burnham Park,Went here on a short trip over the weekend. It was crowded with people but Burnham Park will always he an iconic tourist destination in Baguio regardless. I love people watching
Burnham Park,Please be aware if a stranger approaches you and offers you something; kindly decline their offer if you want to.
Burnham Park,"Still the classic feel of old Burnham except for the ""noise"" brought about by zumba enthusiasts."
Burnham Park,Greatest place to meet new friends &  to spend with family
Burnham Park,Family bonding good here at Burnham Park
Burnham Park,"amazing park with lagoon. best experience, riding a boat"
Burnham Park,Our family went on a weekend vacay and it was so fun! A lot of tourists around and the bike lane was full. There are no single bikes but there are bikes for kids and adults. 50pesos/30mins or you can go for the two seater for 75pesos/35mins. We will go back this aug2022. It was raining in the night so be sure to bring an umbrella when you go out.
Burnham Park,"You don't have  anywhere to park, it's best to find a suite, place, or hotel nearby so you can just walk from there. The parking really is terrible if there's alot of people or peak season of tourist specially their annual panagbenga festival. All in all its a nice place to spend with family."
Burnham Park,"Tonight is just lovely, thank you for a very laid back and wonderful experience😍"
Burnham Park,"Good place to hang out with family, friends and lovers. A lot of fun things to do at the park. There's available food in the area."
Burnham Park,"One of the tourist attraction in city proper of baguio, burnham park has many activities to offer like, riding a boat in man made lake, enjoy riding a bikes, food trip, restaurants are just nearby the park, you can walk there going to cathedral, sm, souvenirs market, universities and lots of establishments.. when you are in burnham park and searching for a house to stay dont worry lots of boarding houses, apartles, hotels and lodging houses nearby with a affordable rates..  during flower festival expect all the unexpected."
Burnham Park,"If you wnat to kill time with just sitting at a park bench and enjoying the view you must go here. There's also other activities such as riding all types of bicycle, boatride, skateboard and many more."
Burnham Park,nice place to walk around the lake or do boating and biking. Big fine trees and beautiful flowers are very relaxing.
Burnham Park,A great place for recreational activities located at the heart of the city.
Burnham Park,"Clean place, fewer people at night"
Burnham Park,perfect for a night stroll and safe place for kids to play around. If you want to have some adrenaline rush then try renting some bikes/rides in the area. Just be careful as it is too crowded sometimes you might bump to one another
Burnham Park,"With the amount of tourist visiting the area, comfort rooms must have seen a major improvements but there is none. Below basic. And they even collect fee."
Burnham Park,Place where you can relax with your family
Burnham Park,"We went there yesterday for the holiday. As expected, the park was crowded. Even the part where people go biking and do other fun rides looked like there was a traffic jam of go carts and bicycles. Even boats bump into each other in the boating area. It was understandable since it's vacation season. However, what irked me is the Pay CR. It asked 6 pesos for urinating ""with tissue"" lol, and they don't even have water to flush toilet with... They charge higher if you need to defecate but they'll only give you a bunch of tissue, still, no water. Just hoped there was proper maintenance since it's already paid... Other than this part, I think the visit was still enjoyable."
Burnham Park,"This December, they made sure to make it beautiful during the night. Love it"
Burnham Park,Great buys for cheap prices. Security can be improved. Police visibility is not that great. A roving one might be needed to avoid pickpockets.
Burnham Park,"We have so much fun during our visit here with my family. The kids will surely enjoy activities like go carting, biking, roller skating, boating and it has a mini amusement park inside. You can try their rides at an affordable price. Once tired, you can also enjoy the food as there are a lot of stalls you can choose from. If you're on a budget you can just enjoy the view and walk inside the park, watch people around, etc. It's right at the center of Baguio, near the mall, hotels and markets. Not so much to share on photos as I enjoyed the personal experience."
Burnham Park,"It's peaceful place for jogging in early morning, enjoy the beautiful scenery Of the lagoon boats & friendly local people & foreign & local tourists roaming the big Burnham place..."
Burnham Park,I was there at night time only and it was raining. Looking for parking space was a challenge and nothing much was changed. I don't see a compelling reason to visit unless you on a motorbike and enjoy riding the twisties.
Burnham Park,"Nice place to take pictures...Biking, boating and skating are available here"
Burnham Park,"Nice place located at the heart of Baguio City. You can find several activities while you are there. Try rowing a boat or riding a family wagon! There are many street food sellers, too. Don't forget, always keep your wallet and phone safe!"
Burnham Park,"Fun place to be in when your in Baguio. Lots of outdoor activity such boat riding, bike riding and off course doing nothing and admiring the park 😜. Downside, it is very hard to find a parking spot. Be warned, if you park on a non public parking place, your plate nos will be taken by authorities. 😲"
Burnham Park,"It's a big park with man made lake where you can go boating or biking on the other side of the the park. It's a favorite tourist destination so you have to expect that it's crowded. You can see lots of families spending time here enjoying strawberry taho, ice cream and cotton candies while strolling around."
Burnham Park,"The best place and famous park lol. Very easy to reach because its withing the city. Many hotels, restaurants, and many things to do like bike renting,  boat riding, relaxing, photo op w/ the famous ifugao traditional clothes and 3 to 5 mins walk going to SM City Baguio"
Burnham Park,It was such a nice visit in Burnham Park.
Burnham Park,A very great place to exercise since there is a lot of people that would motivate you  because your not the only one working out or could also be a great place to meet an old time friend.
Burnham Park,"Boat ride @ 200php unli, 4 wheel bikez @ 75,50 php for 30 min, ztrawberrry taho and dirty ice cream for 35 and 50 php cupz.. come early parking iz a challenge @ the parking for 35 php for the 1zt 2 hourz.."
Burnham Park,"Plenty of fun things to do for cheap as a couple, family or friends.Rent a boat for 100 pesos!Bikes and pedicabs for 100 or so, etc.Plenty of street food stands and baguio souvenirs from vendors all around. Beautiful flowers all around.Clean park. Very peaceful but a bit crowded"
Burnham Park,Bit crowded but can't be helped. Everybody likes a cool weather sometimes. You can have fun or relax whichever you prefer.
Burnham Park,"Park with amenities like boat riding, biking, play area for kids, theres some animals too. Good for family trips you'll find restos around the area."
Burnham Park,"The experience was superb. Lots of things to do, clean and safe, great views and very accommodating locals. 100% wiill visit again!"
Burnham Park,"Nothin much to do here. Park is ok for strolling, leisure reading or if you want to rest under the shade after walking. A lot of vendor offering snacks and souvenirs"
Burnham Park,"I walk here weekdays going to school and I'm glad that they do some renovations like fences, fountains and also the pathway. The only thing I'm concerned is the biking area, it's too crowded especially in holidays and other bikers are bumping to each other."
Burnham Park,It's a big place with different activities to enjoy such as biking and boating. Good place to stay while waiting for the night market.
Burnham Park,"nice cozy place, cold breeze,fresh air, with bicycle path and boating and also children's play ground and picnic ground on the site"
Burnham Park,Nice Place! Relaxing and Good for family. Tourist must put thrash on the bin.
Burnham Park,Still the famous park in Baguio. Boating is an experience really and how the kids love to go on biking .or just bring mat and food and enjoy the weather with your family.This is a park where you can choose your activities.if you get tired there are massage therapist around.
Burnham Park,Botanical garden super duper cute     
Burnham Park,Baguio really hits differently when its night ❤️🌃
Burnham Park,"Burnham Is such a nice place with a good view Ofcourse...You can have your date with your partners while enjoying the view and ofcourse the yummy foods from Baguio...You can experience walking around, Boating, Biking, Enjoying the sip having your coffee and many more...You can visit Burnham Park for more experiences and taking good memories with your family and friends...See Ya☺️😉"
Burnham Park,There is no place like bornham
Burnham Park,"Flocked by tourists from all parts of the Philippines as this is one of the most popular tourist attractions in Baguio. You can do lots of activities like riding a boat, biking, strolling, taking pictures against nice background, picnicing, etc."
Burnham Park,"Burnham Park is so wide and big. Use google map to get to where you wanted to be. There are food stalls here as well as tiangge stalls and souvenir stalls. You can also go paddling boats in the lake (located at its heart), go jogging, there is also zumba every morning, and bike rentals. Comfort rooms are also available here, 5 pesos per head, bunch of people in the park equals long lines in the comfort room. Enjoy!"
Burnham Park,Lots of fun activities for the kids ❤️❤️
Burnham Park,"Great for family bonding. Lots of activities to do, from biking to boat rides. The park becomes more interesting during Christmas season, where they reveal their giant Christmas tree design for the year."
Burnham Park,"This is the first time I went to Burnham Park.This place is definitely perfect for picnic bonding.(You must make sure you clean as you go to save the beauty of Burnham Park.)You can even rent a bike and ride on a boat.The only two things I didn't like was it was a bit overcrowded and too many cars passing by. 😂But overall, this is a must-visit place for Baguio.(sidenote: Here are some of my photographs at Burnham Park)"
Burnham Park,Great park!  Loved the lights at night.  Beware of people offering massages.  You will be prosecuted.
Burnham Park,One of the nicest in baguio to spend quality time with family
Burnham Park,"Nice place for family outing and good tourist spot but can be more organized in parking. And put up more signs insude the place. Playground is great for kids very safe. It has boat rides, biking, mini carnival old style and lots of things to eat and buy. And very nice flowers. Can put more trashcans especially of its peak season."
Burnham Park,It's a good place to do visit you can attend zumba/taebo  or other activities in the morning and kids can enjoy the newly renovated children's park
Burnham Park,People's park.Everyone can enjoy.the  boat ride.or simply walking around.they also offer rides for children.
Burnham Park,Kids and adults alike can ride this wonderful vessel for a minimum pay. You'll like it while at burnham park.
Burnham Park,Felt like a tourist!Boat ride was 150 pesos per hour which is okay.
Burnham Park,Its very family oriented park. You can enjoy rowing on the lake on board a swan boat.
Burnham Park,We went here before the pandemic and it was my 1st time..i just loved the place  
Burnham Park,"It still has some charming spots but overall, the park feels rundown and is perpetually overcrowded. The lake looks especially stressed. Maybe it’s time to close it for some time to give it some much needed rehabilitation."
Burnham Park,"I enjoyed biking!It was fun! I tried all sorts of bikes and there are plenty to choose from. If you ever get hungry from all the biking, there are dozens of food stalls you can choose from. The ice, the strawberry and ube taho are a must-try.This perfect for family occasions or if you want to spend some quality time with a loved one. Just remember, be prepared for the cold and rainy season. You might need some thick coat and some gloves and mask.Try different kinds of bikes to double the fun.One note to remeber though, the lagoon in the center needs some cleaning as there is quite a bit of unpleasant smell lingering around the area."
Burnham Park,So much fun when you are with your family and friends. It is indeed a park that needs to be preserved. Alot of activities surrounds the park.
Burnham Park,Renovations happening right now. Not the best time to visit specially after a night of rain... But... The Rose Garden and the flowers will give you a good morale boost.
Burnham Park,"An experience that was enjoyable, the Colors of Baguio and the Cordillera . I am so honored to be one of the Judges @ The Panagbenga Festival. The Final event after the Parade was held here @ The Burnham Park.A place to visit and experience , an attraction truly enjoyed thru the years."
Burnham Park,It is a beautiful park for everyone but it's in people's hand how to handle it as well as their moral to clean or leave garbage around
Burnham Park,I just love spending my freetime here. Watching families paddling the swan boat. No worries. Hakuna Matata.😍P.S. try going at sunset. Take some photos. Very nice
Burnham Park,Nothing beats the classic. Its not Baguio city without this park. Surely is a melting-pot. Almost always crowded during the day especially on weekends and on peak seasons. If crowd is not your cup of tea dont visit this park on peak seasons; but if you want to experience Baguio to the core especially for first-timers in this cold and happy little city then Burnham is a must see. The pictures/shots i took are taken around midnight at the park which means no crowd (haha).
Burnham Park,"Well maintained gardens, cheerful atmosphere, lots to do, but quite popular and extremely difficult to find parking, sometimes even in their dirt lot."
Burnham Park,"Burnham park is a very nice park and is accessible to restaurants, hotels/ accommodations and transportation.You will enjoy so many things because it offers a variety of activities to do like biking in different types of bikes, riding boats along the waters of burnham, taste strawberry taho of ice cream, etc. I enjoyed walking thru this park any part of the day.It is best when you got to hold someone hands while walking in this park may it be night or day. Will never get tired of going back to this park <3"
Burnham Park,"Nice park to stroll with kids! Many activities for kids and adults to enjoy like boating and biking. It could  be very crowded during weekdays and holidays, so if you want to skip the crowd, go during weekdays or early morning.Extra special during Christmas with all the lights and mini Christmas market.Has clean bathrooms."
Burnham Park,"Baguios well known park. Its amazing how the city is able to maintain this. You can have a picnic, boat ride, biking, skateboard. I like the flowers and pine trees"
Burnham Park,"All is good. No smoking. Not so noisy. I love the cold fresh air. Its just, too populated. Best time to be there I think on morning"
Burnham Park,Cool..and a cool place. :)
Burnham Park,"Up until now, its a very friendly and nice place to spend time"
Burnham Park,"A must place to visit in Baguio, rent and row a boat for 30 minutes,or rent a pedal cart and go racing just be careful lots of kids also rent here and try to get sweat because weather is cold in Baguio,clean restroom also available for a minimal fee."
Burnham Park,Super nice place you can ride a bike and boat on the park if you wish to experience it
Burnham Park,located at Center of City near shopping malls and Public Market...good place to relax...boating and biking...can do picnic too during summer.
Burnham Park,Great place to be with family. Boat and kart riding are highly recommendable. Lots of people around especially on weekend.
Burnham Park,"This is Burnham Park NIGHT & DAYVery peaceful place, it's cold at night and early morninh  but warmth between 12noon to 3pm.We enjoyed our stay even if it was just 2 days and 1 night only.."
Burnham Park,"I miss Baguio City! Together with my Boyfriend we celebrated our 2nd Anniversary here! Too bad he got sick during our rounds at this park but I really had fun and enjoyed our stay here at Burnham Park. Pine trees are everywhere, Happy faces and the Strawberry Ice cream is the best!!! I really love to ride the boat but there are too many tourist that rents the boat. If you want to know about our stay and places we visited at baguio, just visit the Youtube Channel of my Boyfriend: Burugista Vlog. Video of our stay in Baguio City is posted."
Burnham Park,"I gave it a 4 because I'm a Filipino. Cool weather, nice sceneries... but the lake color is not appealing."
Burnham Park,"One of the place I like in Baguio especially if you have kids with you, most of the attraction park is quite pricey. Difficult to find parking as well"
Burnham Park,A place where a family & friends could always value & remember. 🧡
Burnham Park,Burnham Park Was Alright But They Need To Add more parking space. Because when we got there we had to wait 30 minutes Just to get Ourselves a parking spot
Burnham Park,"Try to atleast ride the boat for a unique experience and view of the area. Locals here are very nice and accommodating. Went here for day tour only. Got tired but still had fun, temperature not bad at all as expected for Baguio 😊"
Burnham Park,"The best park I've seen so far in the Philippines.Family  and friends  can go biking,  picnic,  boating  and rent traditional  costume and take photo over the lake and join  Zumba  session.We had so much fun !"
Burnham Park,Such a good place for fun and enjoyment
Burnham Park,"I visited Burnham when I was 5 or 6 years old. Back then it was clean, there was no much crowd. The Burnham lake has clear water, incomparable to what it is now. I remember somebody was giving food to the fish in there. Sometime in 2013, the gov't of Baguio changed the water of the lake, made some cleaning and clearing too, and hooray, the fish can be seen joyfully swimming. It was fun to row your boat in the lake before, but now, you'll just stand there wondering, whether the people really enjoy rowing and roaming around the sully lake🤔but besides it, there are still other things to enjoy at the park. The Children's park has now been opened to the public. I hope they're be guarded forward to ensure the equipment last long for everyone to enjoy. Picnics are also one of its strengths, the grassy areas serve as picnic areas for families to bond during weekends or holidays. The biking area too, lots of stories of my friends were them learning how to ride a bike, I tried one time I only got bruises😅and I still don't know how to ride. I concede, maybe it's something I don't have to learn. Welcome to Burnham Park, enjoy, make sure to take only pictures and make memories. Take part in the cleanliness of the park by disposing your wastes properly."
Burnham Park,Good place to walk around and relax or sit beside the infamous man-made lake.
Burnham Park,I love taking walks here!
Burnham Park,"I suggest going there only on weekdays if you are a local. It tends to get over crowded on weekends and stay away from ""masahista s"" they get so pushy and annoying and they charge like theyve got golden hands. I hope the local government regulates these people"
Burnham Park,"The place is excellent for recreation, photoshoots, vacation or even just a simple stroll. there are also a lot of different things to try like renting a boat, a on- person cart, a bike and more. there are also a lot of food and souvenirs on every corner."
Burnham Park,Good place to take pictures with friends and love ones.. See the beauty of the flowers that blossoms
Burnham Park,"Great place to do your early morning exercise. There are Zumba sessions around burnham park.Tourists tend to flock this place even during early morning especially during weekend.Please clean as you go when you use the picnic tables.Sometimes, garbage bins around the park are not enough to contain the trash of the tourists especially during holidays and long weekend.Lots of comfort rooms around the park ."
Burnham Park,"Stealing a quick stroll during one of those ECQ days... No other people, just the plants, the man-made lake and us."
Burnham Park,"This is one of the busiest tourist destinations in Baguio City because you and your family can enjoy a lot of activities here. You can try your rowing skills at the Burnham lake by renting a boat of your liking. Or you can try your cycling prowess by pedaling to your heart's content aboard a bike of your liking - from two wheeled, to three wheeled, to four wheeled, up to five wheeled bikes. When exhaustion finally gets you, you can relax and eat and drink at the many restaurants and eateries around the park."
Burnham Park,Great experience!! Climate is cozy and cool. People are very friendly and they are willing to help us navigate the place. They were able to keep the park clean and beautiful. One thing that I will never forget is when we ride a boat and we dont know how to move. Thankfully the caretaker is willing to help us explore the lake.
Burnham Park,"A beautiful park with a lot of fun activities. Best place to with family, lovely boat rides.Safe & Clean"
