tourist_destination,review_post
BenCab Museum,"If you want to spend your day appreciating art, this is place to go. I had so much fun here ❤"
BenCab Museum,Nice ARTS....
BenCab Museum,"If you love art, then you have to visit BenCab museum."
BenCab Museum,the place was clean & neat.. the collections were great.. their food was good
BenCab Museum,Great place for artistic peeps. Food was also great.
BenCab Museum,Has a great selection of paintings and cultural artifacts/wood carvings of Benguet province
BenCab Museum,Was really really great! Seeing a lot of artworks of Filipinos!
BenCab Museum,"Nice place, try and see the mini water falls..."
BenCab Museum,"If you're into art, this is a good place for you to go. I think BenCab showcase the culture of baguio, aligning the past to present society. You could see Japanese and american portraits and even european influence to his art style and other artist. Through their art, it felt like you're traveling through time from the start of pre colonial era and how relevant and important these cultures are in the present time. It's a must visit placePlus they have a restaurant thst you could try after looking at the exhibits."
BenCab Museum,"It's not just a museum. It's a great place to relax as well. Its location provides a good view on the outside so guests can appreciate both human creativity and nature. It also has a cafe, so guests can enjoy warm refreshments and a nice meal after touring the museum. There is a garden and a small pond with an island gazebo outside so guests can take great pictures. The museum also offers a 1-2 hour nature hike package."
BenCab Museum,"If you're fond of arts this place may be your thing. Also, the food house overlooking the nature is really worth the while."
BenCab Museum,What i love about this place is it brings you close to nature while appreciating art.
BenCab Museum,Nice place to visit if you love arts. Food prices are a little expensive pero masarap. 👌it would be better if they separated politics from their museum. 😊
BenCab Museum,"If you like arts, then you'll love this place."
BenCab Museum,Still good for the artworks. But you can't even use a tripod or a selfie stick. The price has also increased to P200 per person
BenCab Museum,Nice place to relax.. coffee is a little bit pricey
BenCab Museum,They also  have a resto and nice looking view of mountains and their garden  so its good to go their and eat if you guys got hungry after...Prepare to rent a taxi coz its hard to get one... Or if you ok waiting for the jeepney to come
BenCab Museum,If you are a lover of art then this is for you and nice spot for photo ops
BenCab Museum,This place is food for the soul. Their mouth watering food is a great plus. Ben Cab to the National Artist is a great host
BenCab Museum,"We're absolutely amazed at all the sculptures, paintings, and other works of art by BenCab and other artists. If they could offer quick (or even long-term) classes on  drawing, painting, or scupting, that would be awesome."
BenCab Museum,Amazing artworks! 😮Entrance fee: Php150
BenCab Museum,Best for those with eyes for aesthetics. Get ready for your instagram-worthy photos!
BenCab Museum,"Different type of art works is in display of the whole museum. From the old times to the traditional and now, the modern art, all is in display of the museum. Different pieces of different artist, not only of the known artist BenCab is in there. The scenery of the overlooking is also a great sight. The entrance fee for a museum is a little bit high but still it still is worth the pay especially if you're a art guy.Also there is a small restaurant at the bottom of the museum that is managed by the museum it self. The food is great, the service is also good. The garden is free to visit and take a leisure walk and take a lot of pictures because of the good landscaping."
BenCab Museum,"Lots of paintings, sculptures, in different styles, for different ages, up to those who are interested in erotic art. The museum is of multiple floors, with art works presented and grouped in rooms. There is a cafe inside the museum. Nice outdoor view, with hut and plenty of plants. Getting here can be by taxi at a reasonable rate, or jeep for a more affordable rate if you are willing to wait."
BenCab Museum,Bencab must be on your itinerary. I just wish there's another entrance straight to the cafe
BenCab Museum,Expensive entrance fee considering the numbers of artwrork that you will see inside. Clean toilet.
BenCab Museum,Good place for the people who love arts.
BenCab Museum,"One of the most celebrated wood carver,  painter,  a national artist who takes great pride in his work. Each painting, each carving was a representation of how he expresses himself.  Each gallery has a theme and group accordingly. A view of the garden at the back of the gallery/museum was also great for selfies or groupies. But I suggest to learn about the stories each painting inside the museum before taking pictures. There's also a cafe at the ground floor leading to the back garden. I've been here once and that was back in 2010. It was December and tourist was scarce that time. Had a photo even of the fog..  Try to visit if you happen to go to Baguio. The museum wasn't far from the city proper. You could also ask directions from locals and they will help you."
BenCab Museum,Good place good ambience nice art displays. …More
BenCab Museum,Nice Museum/Gallery..
BenCab Museum,"Clean. Interesting. We'll kept. Definitely worth a stop, with a nice cafe and view after th art."
BenCab Museum,Nice place
BenCab Museum,"A really good place to appreciate art. Apart from the art itself, the museum has a cozy ambiance which gives that serene and laid back feel. The cafe is strategically located at the lower ground, best for having tea or coffee after the tour around the museum."
BenCab Museum,I Love mr. Cabrera's collections.. the guides are friendly  and the view outside is amazing.. i
BenCab Museum,"BenCan Museum is a must see for any visitor or local alike. A short review cannot encompass all the reasons, suffice to say its a great place to see the works of many of the accomplished and emerging serious artist of Northern Luzon and of course of BenCab himself. There are awesome rotating exhibits in the gallery and the grounds are beautiful. The whole museum and grounds are a kind of work of art in totality!  You really must see to appreciate!  Nice cafe to😋"
BenCab Museum,An amazing collection of paintings and various forms of art. Benedicto Cabrera at its best.
BenCab Museum,"A year ago my family went there to enjoy the sceneries and the works of art that the place could offer. The place was wonderful and the art works were really speaking to me. The only thing that was below expectation was the food and the expensiveness of it. I would have gladly spent money but the food was not even that special. Overall, if you want to appreciate art you should go here."
BenCab Museum,"The place is huge with so many artworks to see, coupled with amazing scenery from the viewing decks as well as the outdoor section. Went with teammates as last leg of team building activity, I wasn't able to enjoy it as much though, since I brought my toddler along and there were lots of 'do not touch' signs. 😅"
BenCab Museum,A place where you could appreciate nature and art at the same time. It is a small but cozy museum. Artworks and sculptures displayed are mixed of modern and classic art. There's a lot of IG worthy spot.Entrance of 150 is reasonable although the place is a bit far from the city proper but it's worth it.
BenCab Museum,"Got to meet the national artist here, Ben Cabrera. Awesome. …More"
BenCab Museum,"The art pieces were really great, and the views are perfect for taking photos. There is a cafe inside the Museum which serves food and drinks. Great overall experience."
BenCab Museum,Best to go before they open at Nine am.
BenCab Museum,Not crowded. The art is not to my taste and the entrance fee is steep considering
BenCab Museum,Ifugao folk art with contemprary local artists in a unique gallery  good for a day tour.
BenCab Museum,Best place for art lovers and instagramable shots
BenCab Museum,"First, the paintings were made by different artists so you'll see different kind and type of paintings. Mr. Ben's masterpiece tho are superb, really great.  It will definitely inspire and motivate people who are into arts. Second, not only paintings are to see here but also lots of woodworks sculpted by awesome artists as well. Vintage sculptures are a must see. Third, some who didn't recommend the place were against the employees but for me they were actually nice. They will tell you things that you need to know before proceeding in the museum and there are comfort rooms you can use, for free. Lastly, you have to see the garden as well. I think I'll stop there. You have to see it yourself. :-)"
BenCab Museum,"Super love this art musuem. Been here 4 times but never get tired of going. Great exhibition of pieces by  national artist Ben Cabrera, up and coming artists as well as indigenous artwork from various native tribes found in the region. The museum is wonderfully designed and has a zen, relaxing atmosphere as well as a nice garden that you can stroll and relax in."
BenCab Museum,"A must visit if you like paintings, sculptures and arts in general . Its a 3 storey art museum with a cozy cafe. At the back of the building, there are fishes and huts where you can just sit and relax and enjoy the view of the nature. You can feel almost sleepy because of the fresh cold air."
BenCab Museum,Love the arts and sceneries. Very relaxing
BenCab Museum,"The place is quite a bit of a travel from the city centre. But people can easily access the place via taxi. Going back to city wont be a problem since there is high foot traffic in this area. You can also ask taxi drivers to wait for you too. While its a bit far, its totally worth your visit. It houses a lot of artwork paintings and others. There is also a gallery of artifacts from native times that will give you a glimpse of history. When taking pictures dont be shy to ask gallery attendants to help you out, they know the place too well and can do some unique trick shots. There is also a cafe available for visitors. Food is 4.5 out of 5. Try to take some time to explore their small garden and enjoy the view of the mountainside."
BenCab Museum,The place is a bit difficult to go to but worth checking out once. Pro tip: They also sell ube and/or strawberry taho outside the museum👍😍
BenCab Museum,"This is the only place that makes me keep coming back to Baguio! After finishing a tour in the museum which will definitely satisfy the artist in you, the cafe is absolutely heaven. Food is great and awesome although quite pricey. The view is amazing. Its quiet and perfect for those who are soul searching/ traveling alone."
BenCab Museum,Nature and Art. Even  just the act of exploring this place  is art in itself. A must see when in Baguio
BenCab Museum,"Wide range of art exhibits. Very nice view of landscape behind the museum, relaxing and you will appreciate nature. They have small cafe so you can have light snacks, coffee and other refreshments."
BenCab Museum,"Different one from the usual places to visit when in  Baguio, a bit pricey when it comes to entrance fee."
BenCab Museum,You will love the place whether you're a fan of Bencab/of art in general or not. Great that the museum encourages other artists and other genres by showcasing their works. The cafe has good food and great coffee. Highly recommended when you're in Baguio. 15-20 minutes from the city proper. Be there at opening time (9AM) to avoid the crowds (and traffic).
BenCab Museum,A good way to end your trip in Baguio with a stimulus of fascinating art.
BenCab Museum,"Nothing to see except for sculptures and paintings. If you are not an artsy person, this is not the place for you. Ticket cost at p150. They also have street parking.It's good though that you could stay at their coffee shop while your artsy friends are still busy analyzing the paintings and sculptures."
BenCab Museum,Great place to visit if you're passing by. Bonus: The restaurant is great.
BenCab Museum,Great art works..... world class masterpieces...
BenCab Museum,"My family and friends gave this place a visit last year. It was a nice break from the usual stuff that you can visit in Baguio. I'm not really into art but I enjoyed what they have on offer. It was raining when we visited ... that prevented us from viewing the ""park"" outside though."
BenCab Museum,Wonderful mix of Filipino art. I love its location in the valley below Baguio City. It feels like a space where you can take in the art in the peace of nature. Too bad too many people visit it. It's best to experience the museum during weekdays when visitors are minimal.
BenCab Museum,A great place to immerse yourself in the culture and indigenous heritage of the Cordilleras and in Ben Cabral's contemporary art.
BenCab Museum,Nice place to explore for knowing more the Cordillera culture.
BenCab Museum,"Very liberating art works and different from the usual museum because they exhibited not just the artworks but a garden and a cafe. While you can finish your visit half a day, you will fill fulfilled. and P150 is worth it."
BenCab Museum,"There were a lot of interesting sculptures that featured the wood-carving artistry of the mountain people. We came in on a rainy day and went down to visit the garden and koi pond. The place has a quiet, calming feel, surrounded by mountain peaks."
BenCab Museum,Nice place to visit. Art lovers will surely adore this place.
BenCab Museum,"Great artworks, great experience, wonderful visit. Highly recommended. 😊"
BenCab Museum,"It's very good to see Filipino heritage and arts.  It's a nice museum.  Worth visiting indeed.One issue is lack of wheelchair access, it's a new building and should have been built to cater for all.  Google maps said is is wheelchair accessible.. sadly it's not."
BenCab Museum,Lots of interesting art. The cafe has awesome ambiance.
BenCab Museum,Nice painting & art and location
BenCab Museum,"Temporary galleries makes it worth coming back to. The current exhibit about a travel diary made with watercolor was interestingly fun. The permanent artworks became timeless to my eyes. It is always worth noting that the view is very beautiful and lush, making the experience more pleasant.All is good except for the cafe, while it had good ambience, I am not really a big fan of what they offer. The coffee we got were too watered down and it was not worth our money.Try to go sometime without much tourists, it's one of the best museums in Baguio."
BenCab Museum,"We arrived 1hr before closing, the staff were not at all welcoming and at quarter to closing time were rushing us already to exit. We just paid entrance to eat at the resto, not much time to look at the artwork. We don't like the attitude 😒of the staff. Also, they were not properly wearing face shields when they require guest to wear them."
BenCab Museum,"If you're at Baguio, don't miss visiting this museum! It is quite far from Burnham park (as a point of reference) but our travel time took only less than 30 mins. The ticket price is less than 200 (150 I think?) and discounts are given to kids who can present their school ID upon buying tickets. There are a lot of magnificent paintings showcased in the museum, plus a breathtaking view located at the back of the museum. They also have a cafe store there if you got hungry during your visit there. Overall, our experience there is worthwhile, and we'll surely visit again once we return to Baguio."
BenCab Museum,"Small and beautiful museum. Owner is Mr. Bencab who is most famous artist in Philippines. Entrance fee is 150 pesos, inside cafe has nice and beautiful green view .  but during weekend so many tourists are there."
BenCab Museum,"Awesome, the location is so great away form the city's irritable noise, the climate is good also. Every art for me is a master piece, it never fails to amuse me. My concern was the front desk doesn't recognize my Student ID to avail the student discount but still I enjoyed and learne a lot."
BenCab Museum,"I enjoyed my trip here. The entrance fee of PHP150. 00 is reasonable enough since the museum houses the many different art collections of our national artist Bencab. When you see all his work you will really say that he deserved to be called the national artist. I admire his used of different medium in his work. I am quite astounded on his attention to details  that shows his passion and patience.The museum also has a breathtaking view of the adjacent garden, farm, hill and mini-forest. Plus the views of the surrounding mountains.There is also a cafe inside in which you can spend time with friends while enjoying a good meal."
BenCab Museum,I dont had much fun to take photos in this place..they dont aloud mono pod and i am touring by myself..just handling your phone cant get a good angle!
BenCab Museum,Taking the art and talent of Pinoy in an international level.
BenCab Museum,"Amazing museum, phantastic landscape, mind-blowing Eco tour, beautiful sunset and an absolutely delicious lunch in the Café!!! One of the best experiences in Baguio. Thank you Ben! ❤️❤️❤️"
BenCab Museum,Place has calming vibe and insta worthy. Try their pasta dishes it won't disappoint.
BenCab Museum,One of the must visit tourist spots in Baguio. Though the road to get there can be full of up and downhills the museum is definitely a must visit since it features a vareity of artworks from both famous and local painters. It also a restaurant and an outdoor park where you can take lots of pictures.
BenCab Museum,"If you're a person who appreciate art and enjoys looking at the beautiful art pieces, then this is a must-go-to place. The place is very far but the trip going up the museum is worth the travel. There is a cafe but the choice of food is limited. I would love to try it next time."
BenCab Museum,The place is so relaxing and cozy. The museum showcase the sculptures and arts and cultures of the natives. The location of the museum is really far from thr city but worth it. You can ride a jeep going back and forth or ride a taxi.
BenCab Museum,"My family and I wanted to come here to escape the overwhelming crowd in Baguio, hoping that it wouldn't be as such. However there were still so many people here although not as much.I've never been to this museum before and it was quite interesting. It showed the traditional arts of the natives. Guests can learn a lot about the culture and history of the region. Paintings and sculptures lined the walls although with penises and vaginas.The cafe was out of the blue serving pasta. Drinks were too sweet.Overall, I'd give this a recommendation for a visit in Baguio."
BenCab Museum,Lots of paintings and Ifugao related art. Huge place with coffee shop and a trial to enjoy. The only down is you can't appreciate the art as much since people are usually just taking photos around using the painting as backdrops.
BenCab Museum,"super great place to visit!!!! the paintings are really fantastic. wear your hiking shoes and take the guided tour of the eco-trail. nice view up there in the mountain- the beauty of nature. Ryan, the tour guide and photographer, did a good job in guiding us."
BenCab Museum,"The garden was a great addition to the museum. It gives diversity and a wonderful area for children to enjoy. Its a complete experience: art, culture, scenery and food. I just hope some of the gallery has  different motif."
BenCab Museum,"I've been to other museum, and i found this place inferior. Sort of over rated. Significantly small so you'll get bored easily. No comments about the artwork displays, just how the museum presents them; its so dull."
BenCab Museum,Place is cool and clean. Awesome artworks too.
BenCab Museum,"Great collection with a nice café. The house and the grounds/garden itself is amazing on it's own. There's a hiking tour you can try to explore the area. Good value for money as well, entrance is less than 200 php"
BenCab Museum,Nice view and all artworks ar splendid.
BenCab Museum,"Quite crowded when you go over the weekend. If you want to appreciate the beautiful artworks you have to visit during the weekdays.  Although far from Baguio city's central business district, you do not have to worry about food because Cafe Sabel is just at the ground floor of the museum."
BenCab Museum,We loved the garden view while enjoying cappuccino and turon ala mode at their Cafe Sabel. We also chased some fog. The museum itself gives you a proud feeling for having National Artist Bencab. We were lucky to have a chat with him and ask about his iconic Sabel among other things. It also features his collection of Cordillera art and culture as well as works of local artists
BenCab Museum,"I would consider this a must see, not only for the great museum and garden, but also for a good drive through suburban villages. I would suggest paying your cab to wait for you. The museum has a lot of traditional pieces and a lots of contemporary paintings."
BenCab Museum,Great place not so crowded... love the arts and paintings😇😇😇
BenCab Museum,Enjoyed every art piece and the place as well
BenCab Museum,"A bit challenging to find the place, but it was still worth the trip! Reminder to students to bring their IDs to avail of the discount- though the fee isn't that bad at P120/head. It might help to have someone on standby in each area who can provide more info regarding the displays in case the guests would want to know more."
BenCab Museum,"Definitely worth a stop, and probably worth a trip to Baguio just to see this museum and grounds. There is BenCab's own collection of important contemporary artists, historical local wood carvings and a great cross section of BenCabs.  Also walks though their farm and virgin nature trail."
BenCab Museum,"The place is kind of far from the city, however, this museum house a vast collection of artworks from artist all over the country. You can also appreciate nature through their garden behind the museum building! Be sure to ask your taxi driver to wait for you (for an additional price) since taxi's and jeepneys does not come by often."
BenCab Museum,Accessibility: It is along a main road and is accessible by private ride or taxi. Grab Taxi is available in Baguio City and you may hire the cab. Jeepneys also pass along the way.Ambience: Nature with a touch of modern architectureArt: The art pieces in the museum depict life in all aspects. My son enjoyed the tour.Cafe: It has cafe to quench your thirst and satisfy your palate.Guided Tours are available for the nature trails. Non guuded tours are limited upto the lagoon.
BenCab Museum,Nice view. Thick and luscious  trees infront of the view deck of the museum. There's snack area where you could buy and eat after an up and down walk looking to the art works.
BenCab Museum,You can find new taste here. Food is not cheap but is ok. Art is cool!
BenCab Museum,"Fabulous Museum and Garden.  National artist Ben Cabrera has assembled one of the best collections in the Nation, beautifully displayed.  Downstairs there is a lovely cafe with excellent coffee and meals."
BenCab Museum,if your curious about painting.. worth it to come here
BenCab Museum,Nice place to appreciate arts and nature but i find the entrance fee too expensive.
BenCab Museum,"Loved the art works, loved the location, loved the scenery"
BenCab Museum,"Bencab Museum is located along side Road in Tuba, Benguet,  The museum building built in a highland that has a magnificent view, alongside of a garden, farm with strawberries, hill and mini-forest. What an awesome view to relax and have some fresh and cool air of natures."
BenCab Museum,"Nothing much to say beyond what others have. Fantastic museum. Could easily lose many hours here which is surprising given it is really not all that big. You find yourself moving slowly, taking in every piece. Memorizing. The staff are friendly too."
BenCab Museum,Artworks and sculptures displayed are diverse of modern and classic art. Entrance fee is 150 pesos. Place is well-maintained. This place is worth the visit though it is too far from the city.
BenCab Museum,Known for its IG-worthy spots
BenCab Museum,"B E N C A BI've enjoyed it so much. The four-level museum is packed of creativity and talent. Also, I love the eye-relaxing view with beautiful landscape (with pond and a hanging bridge which leads to an eco-trail along a forested slope).They also have a restaurant/cafe na super sarap ng mga foods. A visit to BenCab is highly recommended. Worth it yung binayad nyo!"
BenCab Museum,Most of the people who i bring here in the museum appreciates it and love the scenery. Its surrounded by mountains and they added a trail activity that comes with an additioanal fee.i highly recommend this place for people who also wanna learn a bit of cordilleran culture. Take nite that they are close on mondays :)
BenCab Museum,Amazing! The artworks are so breathtaking you won't realize the place is three storey. Lol
BenCab Museum,Wasn't able to take pictures because I was too busy admiring the artwork. This place is worth the trip. I personally think the fee they charge is way low for what you get to experience. This is a must visit!
BenCab Museum,Nice exhibit of native art.Sufficient parking.
BenCab Museum,"Awesome place. Taxi cabs will ask somewhere between Php300-400 per hour just to wait. Ask to just flag the meter going there and another meter going back. And just give them Php100-200 to wait an hour. Anyway, they wont be spending for gas and effort just waiting for you while you tour the museum. It will take you about 1 hour touring the museum, looking at art, and taking selfies at the garden. It doesnt include when you want to dine though."
BenCab Museum,A fresh relief from the Baguio busy streets. You can also find works of other artists. Try to come earlier in the morning or off peak days to digest each art piece without the too much crowd. The usual flow of guest comes after lunch. Entrance fee is 100 peso but for students and senior citizens its 80 peso but a valid ID must be presented.
BenCab Museum,"I went there on Friday 8Feb 2019What a great place. If you are coming to Baguio, this Art Gallery is a must. They have a nice coffee shop on level 4 which serves light lunches. (GOOD COFFEE) Expect top spend at least 3 hours there viewing the art work. It's VERY impressive and not what you would expect from Baguio.If you want a more extensive lunch, try Happy Tummy, 2 doors up Asin Rd.If you are taking a Jeepney down, it costs P11, and you take it from the top of the Maket Place about 200meters below the  Baguio police station. If you are not sure where, make sure you ask someone. Ask for Km6 Asin Rd"
BenCab Museum,Chill place to appreciate artwork. Hard to go to and come back to the city if you have no car of your own just fyi. The garden is gorgeous and very good for picture purposes.
BenCab Museum,I'm not an artsy person. But I liked this place because the art pieces are organized well. Aside from that there's a cage and pond area at the lowest level perfect for picture taking.
BenCab Museum,Impressive art collections and nature park
BenCab Museum,Entrance fee is Php 150 which is not that bad considering the aesthetics of the place and the art pieces it has on display. It also has a very nice view of the houses on the side of the mountains.
BenCab Museum,"To appreciate culture and arts, visit BenCab Museum. Serves good coffee too."
BenCab Museum,Really nice collection. Don't forget to bring student's ID for discounted entrance fee
BenCab Museum,If you wanna see some artworks from ben cabrera go here. The artworks are good but the scenery appeals to me more. The place is beautiful with its scenery and I suggest you try their paid tour it's worth 80 maybe. You get a tour guide and go to the trek not accesible to those who do not pay for the tour.
BenCab Museum,Very nice and artistic place
BenCab Museum,"The place  is not that crowded when  we went there. The entrance fee is P150. They have a cafe inside (groundfloor level) the price ranges from P200 & up. They also have an Ecotour (P150 fee + P100 for the guide) an hour walk where you can see the garden, ponds, cross 2 bridges, Danom Falls, a bit of trail (pero hihingalin ka if hindi ka sanay sa mga paakyat) & old houses of different tribes."
BenCab Museum,"Relaxing place, good food (although slightly expensive for Baguio standards), good curation of artwork, great view. Recommended for art enthusiasts or those who want to have a chill baguio experience. My only issue is that the tour guide, a student trainee at that time, wasn't really efective and didn't explain anything. Would've been a good opportunity to train the student and at the same time impart knowledge to guests."
BenCab Museum,"My dream place, the behind part is better than the facade."
BenCab Museum,✨     Great place
BenCab Museum,Wonderful work of art and view are one of the best
BenCab Museum,Great artworks from various artists.
BenCab Museum,"It's good. If you are art lover, this is the best place for you. The ticket is 150 pesos. You can roam around the museum in 20 minutes."
BenCab Museum,Very nicely maintained art museum with an interesting collection of works in a beautiful setting. Worth the trip from Baguio City (PHP 11 by Asin Jeepney or about 170 by taxi).
BenCab Museum,Interesting collections of artifacts and paintings from different times and styles.
BenCab Museum,Its a nice place for artlover..
BenCab Museum,It's amazing to masterpiece of our own artists
BenCab Museum,Amazing place to appreciate art more.
BenCab Museum,"Love the art museum and history behind artifacts in the Cordillera Gallery. Haven't tried their eco-trail but seeing it from afar and the people hiking, I'm sure the experience would be great. ☺️"
BenCab Museum,Still creepy as it used to be.One problem with us Filipinos is that we lack appreciation of history and for this reason we don't care about maintaining cultural heritage. Extra effort must be done to avoid more vandalism inside and out the old building.
BenCab Museum,"Many items om exhibit and nice trail. Excellent view. However, resto is expensive and public transport is a bit hard. Taxis reject hailing passengers when they say they want to got to bencab."
BenCab Museum,"Entrance : 150 adults, Eco trail for 1 hour is 100. With discounts for students, group tours and seniors.Cafe Sabel is located at the ground floor (2 level down from main road) where you can enjoy their foods and other drinks. Try spicy tuyo pasta if you're into hot and spicy foods."
BenCab Museum,"If you love art and paintings, this is the place for you in Baguio. However, it is a little bit fatmr in the city. Probably u neednto rent a cab as your transportation. However, the place is IG worthy with nice view in their balcony."
BenCab Museum,"Remote place but its worth the extra effort. If you cannot afford to buy artworks for sale, surely you can bargain hunt beautiful piece of wood carvings at local shops along the highway. If you are a fan of wood works, its heaven for you!"
BenCab Museum,We went there almost a month ago.I hope the collection was better.Anyway i love the view of the mountain scenery there.It was magnificent.Its just that i hope they could lower entrance fee to atleast 25% to make it more affordable for students.
BenCab Museum,"Good tour of artworks in different forms (paintings, carvings, etc). Food is okay as well. Breathtaking view esp. with presence of fog."
BenCab Museum,"Must see museum. 120 pesos per head entrance fee. :) to get there, you can ride a taxi from town that will cost you around 100 pesos or take the jeepney. The jeepney lines are found in Kayang street (around 15 pesos, i think). There are parts of it that's not for kids 😂😉😉. Nonetheless, it's a wonderful place."
BenCab Museum,If you appreciate art? You nid 2 visit it.
BenCab Museum,"The museum of one of our Philippine National Artist. Art inspired by the Cordilleras and the Highlanders, and also their artifacts and heritage. There's art of other aspiring national artists as well. There's an art souvenir shop, a small café, a small park, and an eco-trail. Entrance fee is affordable, the café and shop is a bit pricey but has unique selections, and a separate fee for eco-trail with tour guide. If you're lucky you will see Mr. Ben Cabrera himself. Overall, it's still a worthwhile visit for art, highlander history, and nature lovers out there."
BenCab Museum,"We went here early because we know that the place is far from the city proper, but don't know how the traffic is going here. We arrived 30min early. We were told to stay outside in the parking area. We asked nicely if we can have monoblock chairs that we can sit on but staff was rude. Didn't enjoy the visit here. No customer service."
BenCab Museum,"Fantastic collection of paintings, sketches, sculptures, carvings and many otber works of art by national artist Ben Cabrera and other Filipino artists. Very nice food served at Cafe Sabel with vegetables grown and harvested fresh from the organic farm. Guided museum and ecofarm tours are available upon request."
BenCab Museum,Very cozy ambiance...a quiet place...the paintings are beautiful but i love the self portrait of sir ben cabrera which is seen or placed right at the top wall facing the the door which is the entrance..im just not sure if its still there because my last visit was way back 2009...
BenCab Museum,"From someone who admittedly isn't familiar with local art: I appreciated the garden more than the museum itself. Also, they should install an elevator for the elderly/disabled."
BenCab Museum,Experience nature and art at the Bencab Museum.
BenCab Museum,A nice place to see artworks. They allow picture taking as long as you don't use flash. Nice to sit in their cafe and just absorb the moment.
BenCab Museum,Cozy place. Love the cafe.
BenCab Museum,"Too far and too expensive.  At ₱120/head, the collection in not that great to come and visit.  Not Senior Citizens friendly as there is no elevator and it is 4 storey down.  Restroom is 1 per sex and it is located 3 floors  down.  Hotel Luna in Vigan has a better collection like Juan Luna, Amorsolo and the like masters and it is even free to see.  The painting collection in Bencab are young and mostly dark feel for me, the oldest 2 painting I noticed was by Joya and Sanso and they were small.Visitors are not even artistically interested as they were noisy and busy taking family and group photos. Heck they do not even know who Bencab is.  Because there were no guides.  Some visitors were even touching furniture peices that were older than their parents that were clearly marked fragile do not touch."
BenCab Museum,"Nice place to visit for appreciating art and ifugao culture, and sightseeing mountain view as well. They also offer various snacks and (non-alcoholic) drinks in their coffee shop."
BenCab Museum,"This art haven is awesome and relaxing. Art collections are solid and the location itself is very close to nature. It feels like you are in the midst of paradise, a gift from the creator where the art creations are also being housed."
BenCab Museum,"The place is nice seeing the art of Bencab, but I think the entrance fee of 150 is a little pricey for general public. I would say the price should just 100."
BenCab Museum,it was a place that showcases sculpture in the eyes of Baguio artistry. my kids and i were awed by the big space i believe 4 floors but the most amazing area was the garden.the backdraft of a very quaint bahay kubo surrounded by a mini version of rice terraces was  my fave. my kids though really wanted to embrace the colorfuk joyous koi fishes in the geometrically assembled ponds. my gosh dobt forget to go to tge farthest ends of the garden coz they seem to place very strategic photo opts areas to capture nature at its closest u can almost kiss God for putging these greens browns and even hues of red on the mountains.they have cafe sabel to satisfy craves for coffee and shakes while you sit on again colorful benches.4 because maybe tgey could have a small portion where kids can also play and make their own sculptures and maybe bring home or leave there display and so leavs the place feeling so proud and feeling a part of the museum.kudos....let's promote this as a Baguio voice for true artistry. the blood that criesHail not onlyBaguio bht Philiplines
BenCab Museum,This place is about 15 to 20 minutes drive from the Baguio City's CBD.This is one of the best museums I have been to. There are a lot of art pieces that you can marvel at. There is also a café where you can try different foods but please do not forget to try their BenCab's Brew (coffee). My favorite part of this place is their farm and garden!
BenCab Museum,"This is where National Artist (national treasure) Benedicto Cabrera “BenCab” houses his Cordillera art collection. It is in the outskirts of Baguio City, but it is only around 6 kilometers from Burnham Park or about a 20 minute trip by car, taxi or jeepney from the city. The street level gallery is the entry point where entrance fees are paid and brochure with museum map is released with the ticket. More art is displayed at the lower floors. On the bottom level is café ysabel where you step out from the museum building and onto the gardens, pavilion and ponds that await to be appreciated in your visual memories and in your ig feed."
BenCab Museum,Leonard Aguinaldo's work was superb
BenCab Museum,Really cool gallery. Enjoyed my visit here despite the storm.
BenCab Museum,"As I can remember, I am still shook on what I saw in the galleries. BUT!! BENCAB museum is a great place to visit, just be ready on what your eyes will see. ♥"
BenCab Museum,Beautiful scenery and artworks!
BenCab Museum,Showcases works of local artists in its museum.  Guests also have an option to roam around the property with its guided eco trail.  It has its own cafe as well.
BenCab Museum,We always pass by this museum when we are in Baguio.
BenCab Museum,It's a great place to go to when you're in Baguio. Ticket price ranges from 100-180 (forgot the actual price but students get discounted price just present their ID upon entrance)
BenCab Museum,A good place to relax and see a bit of the outdoors. If you are a tourist this is a must see. You get to experience a bit of the culture. They have a good place for a light trek.
BenCab Museum,Perfect for museum dates.
BenCab Museum,"It's a beautiful art museum which I never saw in such an area like in South East Asia. I was positively surprised by the quality of the museum, arts, architecture, structure and environment. If you are in Baguio then you should visit this museum."
BenCab Museum,Ben Cab Museum lives up to the national artist level that tourists exepect. It's beautiful that they also showcase different local artists in their gallery. The location of the museum is not in the route of jeepneys so you really have to ride a cab. Dont worry about getting back to baguio proper since there are people who arrive ridding a cab so you can ride theirs back to baguio proper and the security is courteous enough to assist you in getting a cab. A must see place when you go up  to baguio.
BenCab Museum,This houses the amazing work of arts of one of the Philippine's National Artist Benedicto Cabrera. Nice ambience and good view of mountains and landscapes.
BenCab Museum,You can learn a lot from the exhibit
BenCab Museum,Very nice place showcasing various artist and the mountain province artifacts. They have a very good restaurant too and also offers an hour eco trail hike!. Affordable entrance fee
BenCab Museum,"Peices are great, the crowd isnt. I've been bumped on more than 3 times by people walking backwards taking selfies. Kinda ruined the experience for me. DONT GO ON A SUNDAY!"
BenCab Museum,"The view is mesmerizing. Though, most of the visitors are just there to take photos of themselves with paintings and sculptures. I hope people will spend more time in understanding the arts."
BenCab Museum,Educational but with less displays yet plenty of tourist
BenCab Museum,Good food nice artwork
